subject_id,task,trial_block,trial_number,shape1,label1,correct_key,participant_response,reaction_time,participant_correct,event_name,image,word,stimulus,category
1,localizer,1,47,,pince,,,,TRUE,word,1.0,0.0,pince,object
1,localizer,1,48,pince,,j,j,554.0,TRUE,image,0.0,1.0,pince,object
1,localizer,1,49,,croix,,,,TRUE,word,1.0,0.0,croix,shape
1,localizer,1,50,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,51,,carre,j,j,600.0,TRUE,word,1.0,0.0,carre,shape
1,localizer,1,52,lampe,,,,,TRUE,image,0.0,1.004,lampe,object
1,localizer,1,53,,lampe,j,j,492.0,TRUE,word,1.0,0.0,lampe,object
1,localizer,1,54,dinde,,,,,TRUE,image,0.0,1.0,dinde,agent
1,localizer,1,55,,biche,,,,TRUE,word,1.0,0.0,biche,agent
1,localizer,1,56,croix,,,,,TRUE,image,0.0,1.0,croix,shape
1,localizer,1,57,,pince,,,,TRUE,word,1.0,0.0,pince,object
1,localizer,1,58,losange,,,,,TRUE,image,0.0,1.0,losange,shape
1,localizer,1,59,,carre,,,,TRUE,word,1.0,0.0,carre,shape
1,localizer,1,60,carre,,j,j,476.0,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,61,,carre,j,j,624.0,TRUE,word,1.0,0.0,carre,shape
1,localizer,1,62,croix,,,,,TRUE,image,0.0,1.0,croix,shape
1,localizer,1,63,,croix,j,j,529.0,TRUE,word,1.004,0.0,croix,shape
1,localizer,1,64,losange,,,,,TRUE,image,0.0,1.0,losange,shape
1,localizer,1,65,,croix,,,,TRUE,word,1.0,0.0,croix,shape
1,localizer,1,66,biche,,,,,TRUE,image,0.0,1.0,biche,agent
1,localizer,1,67,,losange,,,,TRUE,word,1.0,0.0,losange,shape
1,localizer,1,68,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,69,,pince,,,,TRUE,word,1.0,0.0,pince,object
1,localizer,1,70,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,71,,carre,j,j,453.0,TRUE,word,1.004,0.0,carre,shape
1,localizer,1,72,carre,,j,j,429.0,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,73,,lampe,,,,TRUE,word,1.0,0.0,lampe,object
1,localizer,1,74,dinde,,,,,TRUE,image,0.0,1.0,dinde,agent
1,localizer,1,75,,pince,,,,TRUE,word,1.0,0.0,pince,object
1,localizer,1,76,dinde,,,,,TRUE,image,0.0,,dinde,agent
1,localizer,1,77,,pince,,,,TRUE,word,1.0,0.0,pince,object
1,localizer,1,78,losange,,,,,TRUE,image,0.0,1.0,losange,shape
1,localizer,1,79,,pince,,,,TRUE,word,1.0,0.0,pince,object
1,localizer,1,80,biche,,,,,TRUE,image,0.0,1.004,biche,agent
1,localizer,1,81,,lampe,,,,TRUE,word,1.0,0.0,lampe,object
1,localizer,1,82,cercle,,,,,TRUE,image,0.0,1.0,cercle,shape
1,localizer,1,83,,croix,,,,TRUE,word,1.0,0.0,croix,shape
1,localizer,1,84,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,85,,carre,j,j,485.0,TRUE,word,1.0,0.0,carre,shape
1,localizer,1,86,lampe,,,,,TRUE,image,0.0,1.004,lampe,object
1,localizer,1,87,,dinde,,,,TRUE,word,1.0,0.0,dinde,agent
1,localizer,1,88,pince,,,,,TRUE,image,0.0,1.0,pince,object
1,localizer,1,89,,cercle,,,,TRUE,word,1.0,0.0,cercle,shape
1,localizer,1,90,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,91,,losange,,,,TRUE,word,1.0,0.0,losange,shape
1,localizer,1,92,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,93,,croix,,,,TRUE,word,1.0,0.0,croix,shape
1,localizer,1,94,cercle,,,,,TRUE,image,0.0,1.004,cercle,shape
1,localizer,1,95,,cercle,j,j,575.0,TRUE,word,1.0,0.0,cercle,shape
1,localizer,1,96,losange,,,,,TRUE,image,0.0,1.0,losange,shape
1,localizer,1,97,,carre,,,,TRUE,word,1.0,0.0,carre,shape
1,localizer,1,98,cercle,,,,,TRUE,image,0.0,1.0,cercle,shape
1,localizer,1,99,,dinde,,,,TRUE,word,1.0,0.0,dinde,agent
1,localizer,1,100,lampe,,,,,TRUE,image,0.0,1.0,lampe,object
1,localizer,1,101,,lampe,j,j,685.0,TRUE,word,1.0,0.0,lampe,object
1,localizer,1,102,biche,,,,,TRUE,image,0.0,1.0,biche,agent
1,localizer,1,103,,losange,,,,TRUE,word,1.0,0.0,losange,shape
1,localizer,1,104,lampe,,,,,TRUE,image,0.0,1.0,lampe,object
1,localizer,1,105,,cercle,,,,TRUE,word,1.004,0.0,cercle,shape
1,localizer,1,106,lampe,,,,,TRUE,image,0.0,1.0,lampe,object
1,localizer,1,107,,dinde,,,,TRUE,word,1.0,0.0,dinde,agent
1,localizer,1,108,dinde,,j,,,FALSE,image,0.0,1.0,dinde,agent
1,localizer,1,109,,cercle,,,,TRUE,word,1.0,0.0,cercle,shape
1,localizer,1,110,pince,,,,,TRUE,image,0.0,1.0,pince,object
1,localizer,1,111,,carre,,,,TRUE,word,1.0,0.0,carre,shape
1,localizer,1,112,biche,,,,,TRUE,image,0.0,1.0,biche,agent
1,localizer,1,113,,dinde,,,,TRUE,word,1.004,0.0,dinde,agent
1,localizer,1,114,carre,,,,,TRUE,image,0.0,1.0,carre,shape
1,localizer,1,115,,losange,,,,TRUE,word,1.0,0.0,losange,shape
1,localizer,1,116,losange,,j,j,497.0,TRUE,image,0.0,1.0,losange,shape
1,localizer,1,117,,croix,,,,TRUE,word,1.0,0.0,croix,shape
1,localizer,1,118,cercle,,,,,TRUE,image,0.0,1.0,cercle,shape
1,localizer,1,119,,croix,,j,467.0,FALSE,word,1.0,0.0,croix,shape
1,localizer,1,120,cercle,,,,,TRUE,image,0.0,1.0,cercle,shape
1,localizer,1,121,,biche,,,,TRUE,word,1.0,0.0,biche,agent
1,localizer,1,122,carre,,,,,TRUE,image,0.0,1.004,carre,shape
