index,event_name,assignment_1_label,assignment_1_shape,assignment_2_label,assignment_2_shape,central_location_flash,initial_fixation,inter_assignment_fixation,outcome,peripheral_location_flash,post_assignment_fixation,post_central_fixation,post_outcome_fixation,post_peripheral_fixation,response,test_sentence_1,test_sentence_2,test_sentence_3,test_sentence_4,test_sentence_5,onset_sec,trial_number,trial_block
85,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,121.12,5,1
86,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,121.32,5,1
87,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,122.12,5,1
88,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,122.32,5,1
89,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,122.82,5,1
90,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,123.22,5,1
91,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,123.62,5,1
92,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,124.02,5,1
93,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,124.42,5,1
94,response,,,,,,0.992,,,,,,,,0.0,,,,,,124.82,5,1
95,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,125.812,6,1
96,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,126.312,6,1
97,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,127.312,6,1
98,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,128.312,6,1
99,assignment_2_label,,,0.0,1.004,,,,,,,,,,,,,,,,129.312,6,1
100,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,130.316,6,1
101,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,131.316,6,1
102,central_location_flash,,,,,0.0,,,,,,0.992,,,,,,,,,132.324,6,1
103,post_central_fixation,,,,,,,,,0.812,,0.0,,1.0,,,,,,,133.316,6,1
104,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.188,,,,,,,134.128,6,1
105,post_peripheral_fixation,,,,,,,,0.812,-0.188,,,,0.0,,,,,,,134.316,6,1
106,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,135.128,6,1
107,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,135.324,6,1
108,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,135.828,6,1
109,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,136.224,6,1
110,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.796,136.628,6,1
111,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.396,137.028,6,1
112,test_sentence_5,,,,,,0.988,,,,,,,,0.404,,,,,0.0,137.424,6,1
113,response,,,,,,0.584,,,,,,,,0.0,,,,,,137.828,6,1
114,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,138.412,7,1
115,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,138.912,7,1
116,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,139.912,7,1
117,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,140.912,7,1
118,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,141.912,7,1
119,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,142.912,7,1
120,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,143.912,7,1
121,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,144.916,7,1
122,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,145.916,7,1
123,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,146.716,7,1
124,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,146.916,7,1
125,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,147.716,7,1
126,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,147.916,7,1
127,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,148.416,7,1
128,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,148.816,7,1
129,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,149.216,7,1
130,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,149.616,7,1
131,test_sentence_5,,,,,,0.848,,,,,,,,0.4,,,,,0.0,150.016,7,1
132,response,0.948,,,,,0.448,,,,,,,,0.0,,,,,,150.416,7,1
133,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,150.864,8,1
134,assignment_1_label,0.0,1.004,,,,,,,,,,,,,,,,,,151.364,8,1
135,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,152.368,8,1
136,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,153.368,8,1
137,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,154.368,8,1
138,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,155.368,8,1
139,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,156.368,8,1
140,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,157.368,8,1
141,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,158.368,8,1
142,peripheral_location_flash,,,,,,,,,0.0,,,,0.196,,,,,,,159.172,8,1
143,post_peripheral_fixation,,,,,,,,0.812,-0.196,,,1.0,0.0,,,,,,,159.368,8,1
144,outcome,,,,,,,,0.0,,,,0.188,,,0.692,,,,,160.18,8,1
145,post_outcome_fixation,,,,,,,,-0.188,,,,0.0,,,0.504,0.904,,,,160.368,8,1
146,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.808,,,160.872,8,1
147,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.408,0.808,,161.272,8,1
148,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,161.68,8,1
149,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,162.08,8,1
150,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,162.48,8,1
151,response,,,,,,,,,,,,,,0.0,,,,,,162.88,8,1
152,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,164.096,9,1
153,assignment_1_label,0.0,1.004,,,,,,,,,,,,,,,,,,164.596,9,1
154,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,165.6,9,1
155,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,166.6,9,1
156,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,167.6,9,1
157,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,168.6,9,1
158,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,169.6,9,1
159,central_location_flash,,,,,0.0,,,,,,0.992,,,,,,,,,170.608,9,1
160,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,171.6,9,1
161,peripheral_location_flash,,,,,,,,,0.0,,,,0.2,,,,,,,172.4,9,1
162,post_peripheral_fixation,,,,,,,,0.812,-0.2,,,,0.0,,,,,,,172.6,9,1
163,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,173.412,9,1
164,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.896,,,,173.612,9,1
165,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,174.112,9,1
166,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,174.508,9,1
167,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,174.912,9,1
168,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,175.312,9,1
169,test_sentence_5,,,,,,0.86,,,,,,,,0.4,,,,,0.0,175.712,9,1
170,response,0.96,,,,,0.46,,,,,,,,0.0,,,,,,176.112,9,1
171,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,176.572,10,1
172,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,177.072,10,1
173,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,178.072,10,1
174,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,179.072,10,1
175,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,180.072,10,1
176,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,181.072,10,1
177,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,182.072,10,1
178,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,183.076,10,1
179,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,184.072,10,1
180,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,184.876,10,1
181,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,185.076,10,1
182,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,185.876,10,1
183,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,186.076,10,1
184,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,186.576,10,1
185,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,186.976,10,1
186,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,187.376,10,1
187,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,187.776,10,1
188,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,188.176,10,1
189,response,,,,,,,,,,,,,,0.0,,,,,,188.576,10,1
190,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,189.628,11,1
191,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,190.128,11,1
192,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,191.128,11,1
193,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,192.128,11,1
194,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,193.128,11,1
195,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,194.128,11,1
196,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,195.128,11,1
197,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,196.132,11,1
198,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,197.128,11,1
199,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,197.932,11,1
200,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,198.132,11,1
201,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,198.932,11,1
202,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,199.132,11,1
203,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,199.632,11,1
204,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,200.032,11,1
205,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,200.432,11,1
206,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,200.832,11,1
207,test_sentence_5,,,,,,0.952,,,,,,,,0.4,,,,,0.0,201.232,11,1
208,response,,,,,,0.552,,,,,,,,0.0,,,,,,201.632,11,1
209,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,202.184,12,1
210,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,202.684,12,1
211,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,203.684,12,1
212,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,204.684,12,1
213,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,205.684,12,1
214,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,206.684,12,1
215,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,207.684,12,1
216,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,208.688,12,1
217,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,209.684,12,1
218,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,210.488,12,1
219,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,210.688,12,1
220,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,211.488,12,1
221,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,211.688,12,1
222,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,212.188,12,1
223,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,212.588,12,1
224,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,212.988,12,1
225,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,213.388,12,1
226,test_sentence_5,,,,,,0.816,,,,,,,,0.4,,,,,0.0,213.788,12,1
227,response,0.916,,,,,0.416,,,,,,,,0.0,,,,,,214.188,12,1
228,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,214.604,13,1
229,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,215.104,13,1
230,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,216.104,13,1
231,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,217.104,13,1
232,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,218.108,13,1
233,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,219.108,13,1
234,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,220.108,13,1
235,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,221.108,13,1
236,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,222.108,13,1
237,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,222.908,13,1
238,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.0,0.0,,,,,,,223.108,13,1
239,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,223.912,13,1
240,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,224.108,13,1
241,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,224.612,13,1
242,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,225.008,13,1
243,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.804,225.408,13,1
244,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.404,225.808,13,1
245,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,226.212,13,1
246,response,,,,,,1.0,,,,,,,,0.0,,,,,,226.612,13,1
247,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,227.612,14,1
248,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,228.112,14,1
249,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,229.112,14,1
250,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,230.112,14,1
251,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,231.112,14,1
252,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,232.112,14,1
253,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,233.112,14,1
254,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,234.112,14,1
255,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,235.112,14,1
256,peripheral_location_flash,,,,,,,,,0.0,,,,0.2,,,,,,,235.916,14,1
257,post_peripheral_fixation,,,,,,,,0.808,-0.2,,,1.0,0.0,,,,,,,236.116,14,1
258,outcome,,,,,,,,0.0,,,,0.192,,,0.692,,,,,236.924,14,1
259,post_outcome_fixation,,,,,,,,-0.192,,,,0.0,,,0.5,0.9,,,,237.116,14,1
260,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,237.616,14,1
261,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.808,,238.016,14,1
262,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.408,0.808,238.416,14,1
263,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,238.824,14,1
264,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,239.224,14,1
265,response,,,,,,0.832,,,,,,,,0.0,,,,,,239.624,14,1
266,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,240.456,15,1
267,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,240.96,15,1
268,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,241.96,15,1
269,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,242.96,15,1
270,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,243.96,15,1
271,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,244.96,15,1
272,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,245.96,15,1
273,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,246.964,15,1
274,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,247.964,15,1
275,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,248.764,15,1
276,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,248.964,15,1
277,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,249.764,15,1
278,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,249.964,15,1
279,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,250.464,15,1
280,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,250.864,15,1
281,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,251.264,15,1
282,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,251.664,15,1
283,test_sentence_5,,,,,,0.94,,,,,,,,0.4,,,,,0.0,252.064,15,1
284,response,,,,,,0.54,,,,,,,,0.0,,,,,,252.464,15,1
285,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,253.004,16,1
286,assignment_1_shape,0.996,0.0,,,,,,,,,,,,,,,,,,253.508,16,1
287,assignment_1_label,0.0,,,,,,1.004,,,,,,,,,,,,,254.504,16,1
288,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,255.508,16,1
289,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,256.508,16,1
290,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,257.508,16,1
291,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,258.508,16,1
292,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,259.512,16,1
293,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,260.508,16,1
294,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,261.312,16,1
295,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,261.512,16,1
296,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,262.312,16,1
297,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,262.512,16,1
298,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,263.012,16,1
299,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,263.412,16,1
300,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,263.812,16,1
301,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,264.212,16,1
302,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,264.612,16,1
303,response,,,,,,0.64,,,,,,,,0.0,,,,,,265.012,16,1
304,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,265.652,17,1
305,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,266.152,17,1
306,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,267.152,17,1
307,inter_assignment_fixation,,,,1.004,,,0.0,,,,,,,,,,,,,268.152,17,1
308,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,269.156,17,1
309,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,270.156,17,1
310,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,271.156,17,1
311,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,272.156,17,1
312,post_central_fixation,,,,,,,,,0.812,,0.0,,1.0,,,,,,,273.156,17,1
313,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.188,,,,,,,273.968,17,1
314,post_peripheral_fixation,,,,,,,,0.812,-0.188,,,1.0,0.0,,,,,,,274.156,17,1
315,outcome,,,,,,,,0.0,,,,0.188,,,0.692,,,,,274.968,17,1
316,post_outcome_fixation,,,,,,,,-0.188,,,,0.0,,,0.504,0.904,,,,275.156,17,1
317,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,275.66,17,1
318,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,276.06,17,1
319,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,276.46,17,1
320,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,276.86,17,1
321,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,277.26,17,1
322,response,,,,,,,,,,,,,,0.0,,,,,,277.66,17,1
323,initial_fixation,0.492,,,,,0.0,,,,,,,,,,,,,,278.752,18,1
324,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,279.244,18,1
325,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,280.244,18,1
326,inter_assignment_fixation,,,,,,,0.0,,,,,,,,,,,,,281.244,18,1
327,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,282.252,18,1
328,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,283.252,18,1
329,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,284.252,18,1
330,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,285.256,18,1
331,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,286.256,18,1
332,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,287.056,18,1
333,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,287.256,18,1
334,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,288.056,18,1
335,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,288.256,18,1
336,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,288.756,18,1
337,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,289.156,18,1
338,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,289.556,18,1
339,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,289.956,18,1
340,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,290.356,18,1
341,response,,,,,,,,,,,,,,0.0,,,,,,290.756,18,1
342,initial_fixation,,0.492,,,,0.0,,,,,,,,,,,,,,291.924,19,1
343,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,292.416,19,1
344,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,293.416,19,1
345,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,294.416,19,1
346,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,295.416,19,1
347,assignment_2_label,,,0.0,,,,,,,,,,,,,,,,,296.416,19,1
348,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,297.424,19,1
349,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,298.428,19,1
350,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,299.428,19,1
351,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,300.228,19,1
352,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,300.428,19,1
353,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,301.228,19,1
354,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,301.428,19,1
355,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,301.928,19,1
356,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,302.328,19,1
357,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,302.728,19,1
358,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,303.128,19,1
359,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,303.528,19,1
360,response,,,,,,0.684,,,,,,,,0.0,,,,,,303.928,19,1
361,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,304.612,20,1
362,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,305.116,20,1
363,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,306.116,20,1
364,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,307.116,20,1
365,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,308.116,20,1
366,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,309.116,20,1
367,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,310.116,20,1
368,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,311.116,20,1
369,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,312.116,20,1
370,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,312.916,20,1
371,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,313.116,20,1
372,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,313.916,20,1
373,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.904,,,,314.116,20,1
374,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.796,,,314.62,20,1
375,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.396,0.796,,315.02,20,1
376,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,315.416,20,1
377,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,315.816,20,1
378,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,316.216,20,1
379,response,,,,,,0.884,,,,,,,,0.0,,,,,,316.62,20,1
380,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,317.504,21,1
381,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,318.004,21,1
382,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,319.004,21,1
383,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,320.004,21,1
384,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,321.004,21,1
385,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,322.004,21,1
386,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,323.004,21,1
387,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,324.008,21,1
388,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,325.008,21,1
389,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,325.808,21,1
390,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,326.008,21,1
391,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,326.808,21,1
