subject_id,trial_number,trial_block,event_name,stimulus,assigned,assigned_category,assignment_order,shape1,shape2,shape_pair,agent_assignment,patient_assignment,label1,label2,agent,patient,central_shape,peripheral_position,location_order,movement,outcome,ground_truth,change,test_sentence,correct_key,timestamp,participant_response,reaction_time,participant_correct
5,6,6,assignment_2_label,biche,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,assignment_2_shape,cercle,biche,agent,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,post_assignment_fixation,fixationCross,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,central_location_flash,carre,lampe,object,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,post_central_fixation,fixationCross,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,peripheral_location_flash,cercle,biche,agent,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,post_peripheral_fixation,fixationCross,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,outcome,carre_center_cercle_left,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,post_outcome_fixation,fixationCross,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,test_sentence_1,La,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,test_sentence_2,biche,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,test_sentence_3,tire,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,test_sentence_4,la,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,test_sentence_5,lampe,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,6,6,response,,,,referent_first,carre,cercle,carre-cercle,shape2,shape1,lampe,biche,biche,lampe,shape1,left,shape1_first,right,pousse,La biche pousse la lampe,verb,La biche tire la lampe,f,4559925,f,408.0,True
5,7,6,initial_fixation,fixationCross,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,assignment_1_label,pince,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,assignment_1_shape,carre,pince,object,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,inter_assignment_fixation,fixationCross,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,assignment_2_label,biche,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,assignment_2_shape,losange,biche,agent,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,post_assignment_fixation,fixationCross,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,central_location_flash,carre,pince,object,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,post_central_fixation,fixationCross,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,peripheral_location_flash,losange,biche,agent,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
5,7,6,post_peripheral_fixation,fixationCross,,,referent_first,carre,losange,carre-losange,shape2,shape1,pince,biche,biche,pince,shape1,left,shape1_first,left,tire,La biche tire la pince,agent,La dinde tire la pince,f,4572592,j,944.0,False
